Token	MaxSurprisal	MinSurprisal	ParamUpper	ParamLower	ParamXmid	ParamScale
kitty	9.47698974609375	4.92505550384521	4366.3676950358	6.01402753181843	-4.30013724174257	0.825188627188072
light	11.2521085739136	5.66159439086914	11.9335756146399	8.4407021307086	2.14932193875197	0.296482862574926
like	8.26871013641357	4.79101324081421	6.69522857517477	6.26264551192407	2.86953445772095	0.0136421403637406
little	8.1755199432373	5.32367467880249	3810.3773391452	6.58913755000073	-2.09305582508526	0.44283981714897
look	9.84484100341797	6.52713775634766	1981.84065548872	8.09372098302398	-3.73667741944768	0.652178513327812
make	10.2746429443359	6.51204395294189	10.3659313132164	7.6896109461673	2.25356233529313	0.189067653794662
me	7.57538652420044	2.53104376792908	7.99184941718378	3.99002975758158	2.16623206937389	0.258908854646369
milk	11.7772073745728	5.55618381500244	4057.61951735201	7.27280832825369	-26.1681704136281	3.74602357210387
mommy	11.9620323181152	8.32513618469238	11.7894081066748	10.189950891425	2.44719667139087	0.192008592187981
more	8.78085136413574	4.37405490875244	8.25575967840836	5.68310652603722	2.46687354000222	0.190341882805783
much	11.2391490936279	4.72483253479004	10.5822333190043	6.79436023548425	2.85908517528649	0.171435540686308
my	9.38984298706055	5.45406627655029	42468.5476577909	6.74354982647155	-9.42670639631612	1.09504103370404
need	7.77033758163452	3.46498250961304	7.39820108077755	5.78587423910991	2.24558433044907	0.180959792811504
new	11.3951044082642	4.77215480804443	10.8829058680023	8.04908874033665	2.51884001527489	0.0998861613302904
nose	12.4043397903442	5.19968509674072	11.4840497842306	8.37942063655722	3.0272332993185	0.191005999900034
not	8.71255207061768	5.58943510055542	8.9344254983421	6.79120760108861	2.30420463051651	0.312773809385957
now	8.26896381378174	5.08003997802734	7.83197242126149	6.70946367142541	2.67194754672263	0.215123075282805
of	6.4629979133606	3.22056794166565	6106.33608872459	3.87113823904316	-5.88134510767163	0.957871123567276
off	8.85773754119873	3.76513195037842	9.16309254711756	5.17535140144285	2.85608595228288	0.485880518057931
on	6.44364309310913	3.45429515838623	13631.354840929	4.28298282290119	-5.42134343177742	0.804264303667649
open	11.025294303894	6.14730596542358	512.185568633333	4.92542308001113	-25.2010725024417	5.92046230138136
other	10.0195980072021	5.68491697311401	10.0460853403631	6.99022725813795	2.27118479018992	0.175735512582721
our	11.9502296447754	5.09735536575317	51987.5224477797	7.48343654186346	-3.40363503027647	0.535522064360174
out	8.29323291778564	4.42293405532837	8.69957204892862	5.64872849407795	2.48993765701048	0.470224449649979
outside	11.0672426223755	6.37461423873901	8.92575036060995	8.4727016821679	3.76916420030484	0.0515534412672912
over	9.48812770843506	5.72041368484497	10.1658593998511	7.18052973493469	2.16046269263053	0.411256108696542
owie	14.9756889343262	2.22120308876038	12.181289500509	6.80293254358292	3.22045661921101	0.0305574307808155
paper	13.8264055252075	6.78527688980103	13.8801622679336	10.068828363007	2.32358275374432	0.141362196369898
play	9.99362468719482	5.52814722061157	59427.2357451298	6.83185884164286	-7.60850628102716	0.91712188784523
playground	12.0586013793945	6.45313119888306	135.749996176933	8.02445295354625	-44.6968858971582	11.15283697316
put	5.67236995697021	3.39565372467041	5.82092681451177	4.36232062088033	2.2321206172818	0.195580111347919
puzzle	13.8219747543335	8.27077865600586	31577.5246221871	10.2454316340784	-2.42137385518731	0.41353777728977
read	9.23816013336182	2.7608847618103	8.94740381899017	4.72962492946968	2.26431850190679	0.133048553697172
red	14.21617603302	7.88778686523438	118715.747725502	9.52804996995626	-2.01929296044378	0.356159159598451
sad	14.1764707565308	6.80793237686157	14.5177606308058	9.0738140190147	2.15824599145565	0.243555295256981
same	11.1120281219482	5.17114543914795	11.2765841050326	7.73359809273442	2.40792005879183	0.287826935552114
say	11.80539894104	5.33784008026123	20866.5842425446	7.18006185999781	-10.2751437401021	1.37975597248609
see	7.99247455596924	4.68378591537476	7.95146198849046	5.96949613895106	2.08226996453735	0.0905243795017296
shirt	11.2365188598633	6.18872594833374	10.7023314098286	8.09172523048745	2.6362786511511	0.124146523325932
show	10.9791383743286	4.83191823959351	10.9615278306729	7.74130036652934	2.26875731812211	0.104938942686187
sit	11.4168138504028	5.55064153671265	11.1586985279389	8.14177310003751	2.7101013714526	0.252853999185747
so	9.32057094573975	6.41634654998779	2807.80699289563	7.39763490430549	-7.81139623276175	1.2639544767046
sock	13.3808517456055	5.02631378173828	12.5205191147517	9.21657463246545	2.58017638758598	0.0267393928652561
some	7.46885442733765	3.94248056411743	7.58917036134021	5.42972624688273	2.1978255265886	0.202294562490322
spoon	13.9094352722168	6.06730985641479	13.5227766949802	8.75482825362239	2.29966446325895	0.0558544253560609
stairs	10.7468557357788	2.65426707267761	14.0839578266807	4.38447557174616	2.48054043522735	1.30125959115349
star	14.7775611877441	6.23577642440796	14408.8853569826	8.30693956724114	-8.87773131652419	1.34639164256964
stick	13.0594711303711	7.13029289245605	23.3782094007267	9.12537399180448	0.768314509641152	0.898576553173901
that	7.09959888458252	5.10800313949585	6052.28768369061	0.794904601777289	-2565.25673353116	366.107927638555
the	4.31436157226562	2.38982701301575	1810.93713748907	2.9713993001526	-4.93536543967075	0.848241144186598
them	8.34606170654297	4.29172086715698	2719.47560500808	5.76648902015669	-9.25606044079512	1.23015740462103
then	9.68912696838379	7.11639356613159	8.83241834824268	8.40386306708909	3.04042100433914	0.0791588643007456
there	6.8976731300354	4.26765584945679	15565.6460787937	5.17251241556139	-11.80185487757	1.41933170129966
these	9.72664546966553	4.11620235443115	12.5179777331601	6.84674471391853	1.65102132985159	0.55378072996697
they	9.17033958435059	5.48074674606323	8.47920505795727	7.04414489067851	2.41745364848183	0.0292961702414275
think	6.90654563903809	1.91171145439148	28918.5419695825	3.06743404072734	-7.73361788960353	1.01987836242726
this	7.17160177230835	4.55534696578979	6.97213375569486	5.69242975317886	2.31869506050522	0.0719347488283009
those	10.5779123306274	5.84846496582031	16725.7520714492	7.7181829360729	-5.85005599676821	0.838712008343631
time	11.1219167709351	5.45014572143555	5050.09903362675	6.76753690384236	-7.65228290761317	1.31347896261615
tired	12.1117858886719	5.18700790405273	11.3106764587453	7.84511619760668	2.8195477156717	0.0530340331708165
to	3.29869174957275	1.7076427936554	3.58845729097686	2.31844472183408	2.07211223557613	0.330111939630342
today	11.8649978637695	7.89432764053345	39.8335100306101	9.6414615791549	0.947726166334513	0.293607638994581
too	9.45580291748047	6.45467758178711	4286.04536323536	7.6278725582457	-6.21599882709369	0.966679585698217
train	10.6703271865845	3.34725618362427	10.8455439072096	5.616312398791	2.17399944967527	0.312876062394194
tree	11.7919235229492	4.93385457992554	11.4190740692899	8.30431059259473	2.19972902147525	0.040182940635032
truck	11.1331930160522	2.60438346862793	9.35205970647994	4.24934025302247	2.98327555014081	0.13350520471158
try	8.7678108215332	2.83738803863525	19.6024883416991	4.55556093515762	1.32174417672926	0.411868842276339
turn	9.78573608398438	5.9898567199707	9.9753726087252	7.49256630631596	1.9617460830086	0.113947409411967
under	12.9766540527344	7.53224897384644	15.4760519601262	9.56815683802118	2.00103891210997	0.623794059276112
up	8.6815242767334	3.98440837860107	7.92308716288659	5.75694507908841	2.7521881749649	0.125374857710313
walk	10.6352386474609	4.06079006195068	11.2185345342675	6.08579858361332	2.42868358021321	0.459640561552383
wanna	12.2347183227539	7.69421672821045	7.64889715736468	10.6927077275493	2.7029888145578	0.665021540675856
was	8.9514331817627	4.35865879058838	29.5597509178716	5.42645277523305	-0.507339750756326	1.27251478121278
watch	13.5333127975464	7.46969175338745	12.9119080741951	9.97596440414575	2.52831298216206	0.169065099178684
water	10.2914714813232	5.21199083328247	10.3410685192331	7.00844915979642	2.48771978594442	0.337610945498126
we	6.23356008529663	3.50575613975525	6.68097874750733	4.3379439467134	2.25023286700542	0.384392382006815
were	12.1209688186646	4.69919586181641	12.2624689693882	7.74149081028629	2.40630259552661	0.176558320060204
what	8.25049686431885	4.8948769569397	7.31023176389568	6.16414772789057	2.61059785872908	0.254027583192631
when	11.6082363128662	8.1700267791748	11.4085276658812	9.64531982392652	2.59449087159936	0.150753370525293
where	12.3675088882446	8.15493392944336	7.52842592074409	115.993364507524	45.4782804625533	11.3984247450341
which	14.6161546707153	8.24765300750732	-1443.17048057053	14.260833670025	-36.5131315706874	6.4168483828499
will	7.47415542602539	3.77325415611267	7.86776723975346	5.65620980659537	2.17894756383283	0.43720931600741
with	9.22116756439209	3.61089968681335	19.8249428461135	4.93189991823727	1.31698056112228	0.405339340342302
yellow	11.2347211837769	6.46842908859253	10.0529852452959	8.55231697834329	3.52009159763913	0.254918314721556
you	5.08466911315918	3.01336717605591	5.35019397773502	3.61570495189644	2.17930831046022	0.3393735173467
your	6.6620454788208	3.6446750164032	6.67599259505164	4.59883073322915	2.307829076106	0.174336054248752
yourself	13.1785278320312	7.16679191589355	1749.83402749653	9.83743895374726	-30.9327573528087	3.9744669054438
